Наименование,"Выручка, ₽",ИНН
"АО ""АНТИПИНСКИЙ НПЗ""",3 млрд,7204084481
"ООО ""ВЕРВАГ ФАРМА""",3 млрд,7726579101
"ООО ""ОФИСНЫЙ МИР КМ""",3 млрд,6165112300
"ООО ""ТАРДАН ГОЛД""",3 млрд,1704003105
"ООО ""ИРБИТ""",3 млрд,2724208818
"ООО ""АЛЬФА-СЕРВИС""",3 млрд,277001773
"ООО ТОРГОВАЯ КОМПАНИЯ ""ЕВРОПА""",3 млрд,2222049434
"ООО ""ПРАКТИКА ЛК""",3 млрд,6659083401
"ООО ""ПЛАСТНЕФТЕХИМ""",3 млрд,7708156833
"ООО ""АВЗ С-П""",3 млрд,5042113943
"ЗАО "" ФАРН """,3 млрд,2465096588
"ООО ""ВЕРХНЕВОЛЖСКОЕ АТП""",3 млрд,6950232667
"АО ""ЭНЕРГО-ГАЗ-НОЯБРЬСК""",3 млрд,8905033649
"ООО ""МВ-СТРОЙ""",3 млрд,6321340930
"ООО ""СТАЛЬ-ИНВЕСТ""",3 млрд,6162016051
ООО «ТРИ ЭС КОНСТРАКШН МЕНЕДЖМЕНТ»,3 млрд,7706453478
"ООО ""ЕВРОСИБ-АВТО""",3 млрд,7816019175
"ООО ""МОДЕРН ГЛАСС""",3 млрд,7451109035
"ООО ""АГРОИМПОРТ""",3 млрд,7710553010
"ОАО ""ЧЕЛНЫ ХОЛОД""",3 млрд,1650079031
"ООО ""СЛАВКОФЕ""",3 млрд,7706514177
"ООО ""РУСФОРЕСТ МАГИСТРАЛЬНЫЙ""",3 млрд,3818025201
"ООО ""РОКВУЛ-ВОЛГА""",3 млрд,1646021825
"ООО ""М-СТРОЙ""",3 млрд,1435290226
"АО ""ТК ""ЭДЕЛЬВЕЙС""",3 млрд,1659052002
"ООО ""РЕСУРС""",3 млрд,9703002456
"ООО ""ГОРОД 77""",3 млрд,9721049400
"ООО ""ГУСАР""",3 млрд,3304009593
"ООО ""МЕГАСТРОЙ-МО""",3 млрд,5015009037
"ООО ""УЭЛСИ""",3 млрд,9102006907
"ООО ""ПАКЕТТИ-ГРУПП""",3 млрд,7733115679
"ООО ""АВТО ПЛЮС ОМСК""",3 млрд,5501223078
"ООО ПК ""СОЮЗ""",3 млрд,5446116033
"ООО ""КВАНТ СПОРТ""",3 млрд,5029217397
"ООО ""РГК""",3 млрд,7743207022
"ООО ""АВИАСЕРВИС""",3 млрд,7724701772
"ООО ""КУРАТЬЕ""",3 млрд,6682007310
"АО ""ПССФ""",3 млрд,3223000539
"ООО ""ТД ""ЭКСПРОФ""",3 млрд,7725563250
"ООО ""СКАНИЯ-ПИТЕР""",3 млрд,7810196428
"ООО ""ЭПОХА ВОЗРОЖДЕНИЯ""",3 млрд,7814497169
"ООО ""ОХОТА""",3 млрд,4401069575
"ООО ""ЛТК ""СВОБОДНЫЙ СОКОЛ""",3 млрд,4825083742
"АО ""РУССКИЙ ХРОМ 1915""",3 млрд,6625023637
"ООО ""РЕМСТРОЙКОМПЛЕКТ""",3 млрд,8619011203
"ООО ""МОЛЭКС""",3 млрд,3252007440
"ООО ""СПЕЦСТРОЙ-Р""",3 млрд,7724405942
"ООО ""А СЕРИАЛ""",3 млрд,7722742614
"ООО ""КОГЕЛЬ ТРЕЙЛЕР РУ""",3 млрд,7708735365
"ООО ""ИНТЕРПЛАСТИК 2001""",3 млрд,7730135620
"ООО ""ПСЕЛЬСКОЕ""",3 млрд,4601004173
"ООО ""ПАКС-ТРЕЙД""",3 млрд,5047077270
"ООО ""АВТОЦЕНТР КЕМЕРОВО""",3 млрд,4205330021
"ООО ""БОГОРОДСКИЕ ДЕЛИКАТЕСЫ""",3 млрд,5050058950
"ООО ""ЭР-СИ-ПИ""",3 млрд,7701270544
"ООО ""КОНЦЕПТ ГРУПП""",3 млрд,6501276603
"ООО ""ИНОКСПОИНТ ГРУПП""",3 млрд,7709841687
"ООО ""СТРОЙСИТИ""",3 млрд,5501105250
"ООО ""МЭЙДЖОР ТРАК ЦЕНТР""",3 млрд,5024141218
"ООО ""НПО ""МИР""",3 млрд,5528012370
"ООО ""МИЛК МАРКЕТ""",3 млрд,2372019284
"ООО ""БЕЛОРУССКАЯ САХАРНАЯ КОМПАНИЯ""",3 млрд,7706631480
"ООО ""ЛАЙТНЭТ КОМПЛЕКС""",3 млрд,7734140981
"ООО ""РУССКАЯ ЗЕМЛЯ""",3 млрд,7710719603
"ООО ""ТРИУМФ""",3 млрд,7701667758
"ООО ""АГРОИНВЕСТ""",3 млрд,7422045041
"ООО ""БЕЛОЗЕРСКЛЕС""",3 млрд,3503003564
"ООО ""ТОРГОВЫЙ ДОМ МТЗ-СИБИРЬ""",3 млрд,2224913427
"ООО ""АМК ВОЛГОГРАД""",3 млрд,3446019540
"ООО ""СТАЛКЕР""",3 млрд,7719614965
"ООО ""ФАРМАКОР ПРОДАКШН""",3 млрд,7802114781
"ООО ""ТД ""ВЭЛАН""",3 млрд,6164221031
"ООО ""СИБМАКС""",3 млрд,5507230410
"ООО ""СЛДК""",3 млрд,1101148661
"ООО ""СК АЛЬФА-ГРУПП""",3 млрд,5024195157
ООО «МАЙ.ГЕЙМЗ ДЕВЕЛОПМЕНТ»,3 млрд,7714855886
"ООО ""ФККГРУП""",3 млрд,7721763555
"ЗАО ""ГАГАРИНКОНСЕРВМОЛОКО""",3 млрд,6723000740
"ООО ""ИНТЭК""",3 млрд,6455006938
"ООО ""НСПЛАВ""",3 млрд,5607141530
"ООО ""ДУ""",3 млрд,3527014396
"ООО ""ВАЛЬТЕР ХЕМИ""",3 млрд,5031088340
"АО ""ХИАГДА""",3 млрд,302001219
ООО «РЖД-ТЕХСЕРВИС»,3 млрд,7708316597
"ООО ""ПРОГРЕСС""",3 млрд,4345378143
"ООО ""ФУДЖИФИЛЬМ РУС""",3 млрд,7714391842
"ООО ""БУДЬ ЗДОРОВ!""",3 млрд,6164202134
"ООО ""ТТ РУС""",3 млрд,7726693904
"ООО МП ""ЗОРИНСКОЕ""",3 млрд,6432007685
"ООО ""АЗЕЛИС РУС""",3 млрд,7723654858
"ООО ""СПС""",3 млрд,7017205440
"ООО ""ЛЕСНАЯ 27""",3 млрд,7710558138
"ООО ""КОРАЛЛ""",3 млрд,7536144864
"ООО ""ТТК-СПЕЦСЕРВИС""",3 млрд,8603217985
"АО ""СОАТЭ""",3 млрд,3128000673
"ООО ""СИБИРСКАЯ СЕТЬ АГРОМАРКЕТОВ""",3 млрд,6732008351
"ООО ""ВЕЛМАШ-С""",3 млрд,6025018018
"АО ""ВЮРТ-РУСЬ""",3 млрд,7701108020
"ООО ""ФЕНИКС""",3 млрд,7838319768
"ООО ""СЕЙХО-МОТОРС""",3 млрд,7453048035
"ООО ""СТГ-ВОСТОК""",3 млрд,7717577891
"ООО ""МБТ""",3 млрд,5190170818
"ООО ""ОПТОВАЯ ШВЕЙНАЯ КОМПАНИЯ""",3 млрд,9718015070
"ООО ""МЕГОГО""",3 млрд,7703769593
"АО ""СОСНОВСКАГРОПРОМТЕХНИКА"", АО ""САПТ""",3 млрд,5231000751
"ООО ""РАРИТЭК АВТО ГРУПП""",3 млрд,1434047476
"ООО ""ББ""",3 млрд,5614079555
"ООО ""ПТБ ""КРОНОС""",3 млрд,7716791557
"ООО ""ТД АКУЛЬЧЕВ""",3 млрд,1639036193
"АО ""ЭЛЕКТРОУРАЛМОНТАЖ""",3 млрд,6660003489
"АО ""ГАЗПРОМ ГАЗОРАСПРЕДЕЛЕНИЕ СЕВЕР""",3 млрд,7203058440
"ООО ""СИНТО""",3 млрд,7604079550
"ООО ""ТАЛИЦКОЕ МОЛОКО""",3 млрд,6633021880
"АО ""ГРК ""АИР""",3 млрд,2517005270
"ООО ""БФТ""",3 млрд,7706673610
"ООО ""МИРУС МЕДИКАЛ""",3 млрд,7715920425
"ООО ""ПРОБИЗНЕСИНВЕСТНАФТА""",3 млрд,7704572832
"ООО ""НЕФТЕГАЗИНВЕСТ""",3 млрд,7706545577
"ООО ""АВИАПРЕДПРИЯТИЕ ""СЕВЕРСТАЛЬ""",3 млрд,3523011965
"ООО ""ПОЛАИР - ИМПЕКС""",3 млрд,1216013815
"ООО ""ТРАНСРЕСУРС""",3 млрд,6314045606
"ООО ""ТД ""ГЕФЕСТ""",3 млрд,2370003867
"АО ""ДСУ № 3""",3 млрд,105071810
"ООО ""ПИТЕРБАСЦЕНТР""",3 млрд,4716041799
"ООО ""ВИНК""",3 млрд,7811508729
"ООО ""ФЕНИКС""",3 млрд,6726022894
"АО ""АЛЬТЕРНАТИВА""",3 млрд,1018005330
"ООО ""ЯМСКОЕ ПОЛЕ""",3 млрд,7723786981
"ООО ""СЕРЕБРЯНЫЙ САКВОЯЖ""",3 млрд,7444044002
"ООО ""УРАЛПРОММЕТАЛЛ""",3 млрд,6672319624
"ООО ""АЛЮТЕХ-ЮГ""",3 млрд,2312112401
"ООО ""СТРОНГ ТЕХНИК""",3 млрд,7720817328
"ООО ""СТАНКОМОНТАЖ""",3 млрд,3702096348
"ООО ""УРАЛТОРГПРЕД""",3 млрд,5904036578
"ООО ""ИФБ""",3 млрд,7730198148
"ООО ""ТАТНЕФТЬ-УРАЛ""",3 млрд,6685047784
"ООО ""ФИТНЕС ФУД""",3 млрд,6324078738
"ООО ""ИМПАЙС""",3 млрд,5050139871
"ООО ""ЖЕЛДОРСТРОЙ""",3 млрд,6679084643
"ООО ""ВТ ЛОГИСТИК""",3 млрд,5445014374
"АО ""ТРВ - ИНЖИНИРИНГ""",3 млрд,5018205784
"АО ""ЭЛЕКТРОНСТРОЙ""",3 млрд,7814376982
"ООО СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""ГАЛАКТИКА""",3 млрд,6167041823
"ООО ""СТАЛЬИНВЕСТ""",3 млрд,7729776281
"ООО ""ВИНТЕК ПЛАСТИК""",3 млрд,5077016228
"ООО ""МИР ХОЛОДА""",3 млрд,4401066119
"ООО ""ТЕХЦЕНТРЫ СОТРАНС""",3 млрд,4716034632
"ООО ""ДИДЖИКОМ""",3 млрд,7719264566
"ГУП РК ""КРЫМТЕПЛОКОММУНЭНЕРГО""",3 млрд,9102028499
"ООО ""МОДЕКС""",3 млрд,3662089158
"ООО ""РНГО""",3 млрд,9718052146
"АО ""МАРИЙСКАВТОДОР""",3 млрд,1215147005
"ООО ""ПОСТЕРСКОП""",3 млрд,7701573387
"МП ТРЕСТ ""ТЕПЛОФИКАЦИЯ""",3 млрд,7414000657
МФЮА;МОСКОВСКИЙ ФИНАНСОВО-ЮРИДИЧЕСКИЙ УНИВЕРСИТЕТ МФЮА,3 млрд,7725082902
"ООО ""ЭКОРЕСУРС""",3 млрд,7203422628
"ООО ""СОНАР""",3 млрд,7704814760
"ООО ""АЙТАРГЕТ""",3 млрд,7706798634
"ООО ""СПЕЦСТРОЙБЕЗОПАСНОСТЬ""",3 млрд,2635804777
"ООО ""СЕВЗАПДОРСТРОЙ""",3 млрд,2912003130
"ООО ""СПЕКТРУМ""",3 млрд,5053068643
"ООО ""АЛЬЯНС МОТОР ЕКАТЕРИНБУРГ""",3 млрд,6679084788
"ООО ""АВТОРЕМОНТНОЕ ПРЕДПРИЯТИЕ""",3 млрд,8602225951
"ООО ""ИНОКСТРЕЙД""",3 млрд,7702663989
"ООО ""БАЗИС""",3 млрд,9718037518
"ООО ""ЮПИТЕР""",3 млрд,3808193430
"АО ""ЦМС""",3 млрд,7714906202
"ООО ""ЭЛЬМАШ (УЭТМ)""",3 млрд,6686007865
"ООО ""АПРЕЛЬ КАВКАЗ""",3 млрд,2310174829
"ООО ""УГМК-ЗДОРОВЬЕ""",3 млрд,6671276329
"АО ""КОМПАНИЯ ""КОЛОС""",3 млрд,4703002168
"ООО ""КПС-УРАЛ""",3 млрд,7453097610
"ООО ""МОЛПРОМКУБАНЬ""",3 млрд,2302060916
"ООО ""ИНТЕК""",3 млрд,2015004403
"АО ""ТОРГОВЫЙ ЦЕНТР ""ПИАСТРЕЛЛА""",3 млрд,6661068591
"ООО ""ОПТИМА СЕРВИС""",3 млрд,5054090112
"ООО ""ТЭС""",3 млрд,6311049306
"АО ЦНТУ ""ДИНАМИКА""",3 млрд,5013026936
"ООО ""ФУТБОЛЬНЫЙ КЛУБ ""КРАСНОДАР""",3 млрд,2310981325
"ООО ""ВКУС ОН ТРЕЙД""",3 млрд,4725006920
"АО ""НВБС""",3 млрд,7725629159
"АО ""ГИДРОТАКТ""",3 млрд,5027161678
"ООО ""ОРБИТА""",3 млрд,2014019326
"АО ""ФАВОРИТ ТРЕЙД""",3 млрд,5001074156
"ООО ""ЛТЛЗ""",3 млрд,7709460949
"ООО ""МАРГАРОН""",3 млрд,7802309759
"ООО ""ЭКОЛАЙН""",3 млрд,7734690939
"АО ""ТОРГОВЫЙ ПОРТ ПОСЬЕТ""",3 млрд,2531002070
"ООО ""СМИТ-ЯРЦЕВО""",3 млрд,6727014649
"ООО ""БЕНЕТТОН РУССИЯ""",3 млрд,7708506654
"ООО ""ЦМП""",3 млрд,6671104249
"ООО ""ЗЕМЛЯКОФФ КРОП ПРОТЕКШЕН""",3 млрд,5003092721
"АО ""ТЮМЕНЬТЕЛ""",3 млрд,7203085179
"ООО ""ЭВЕРЕСТ""",3 млрд,6163143983
"ООО ""М-ПЛАСТИКА""",3 млрд,7728169189
"ООО ""ТД МИР КОЛБАС""",3 млрд,5751037532
"ООО ""ГРУППА БОРЛАС""",3 млрд,7713619935
"АО ""ДАЛЬРЫБА""",3 млрд,2500000073
"ООО ""ЭРА""",3 млрд,6230054957
"ООО ""АВТОБАН-ВЕСТ""",3 млрд,6679089722
"ООО ""ГК ""ВТОРМЕТ""",3 млрд,1657116282
"ООО ""ХОРОШИЙ ДОМ""",3 млрд,3905058203
"ООО ""ФАРМ-ТРЭЙД""",3 млрд,2636052865
"ООО ""ЭЛМОНТ""",3 млрд,5018114738
"ООО ""СЕРВИСИНСТРУМЕНТ""",3 млрд,7705953855
"ООО ""СНГ""",3 млрд,5050024775
"ООО ""СЕУЛАВТО ТУЛА""",3 млрд,7107532314
"ЗАО ""БАЙСАД"" Г. КИСЛОВОДСК",3 млрд,2628009249
"АО ""АП""",3 млрд,2700000088
"АО ""ГАММА ТД""",3 млрд,7722789813
"АО ""АТЛАНТРЫБФЛОТ""",3 млрд,3905000203
"АО ""НАЗАРОВОАГРОСНАБ""",3 млрд,2456000071
"ООО ""ДМИ СЕРВИС""",3 млрд,2724218630
"ООО ""ФЕНИКС""",3 млрд,7702782922
"АО ""НПК МЕДИАНА-ФИЛЬТР""",3 млрд,7707171229
"АО ""КРИОГАЗ""",3 млрд,7805298382
"АО КОМПАНИЯ ""БАКСТЕР""",3 млрд,7729085069
"ООО ""КАРАКАН ЭНЕРГО ТРЕЙД""",3 млрд,7704823349
"АО ""ПЛАНЕТА-ФИНАНС""",3 млрд,7729734267
"ООО ""ПРИУС ПРО""",3 млрд,5257172321
"ООО ""ЮНИФАРМ""",3 млрд,7725371608
"АО ""НЕОФЛЕКС КОНСАЛТИНГ""",3 млрд,7701839238
"ООО ""ДОНХИ РУС""",3 млрд,7801475591
"ООО ""АВТОТЕХКОМПЛЕКТ""",3 млрд,5252013092
"ООО ""МПЗ""",3 млрд,7720827686
"ООО ""ТК ЛИПЕЦКАГРО""",3 млрд,4803009110
"ООО ""СЗ ""Р-СТРОЙ""",3 млрд,7751017681
"ООО ""АЛЬЯНСНЕФТЕХИМ""",3 млрд,6205000267
"ООО ""ТБСС""",3 млрд,7716030866
"АО ""ВНИИЖТ""",3 млрд,7717596862
"ООО ""ЕВРОХИМ-ВОЛГАКАЛИЙ""",3 млрд,7710473036
"ООО ""ДОНГ ЧЖИН КОРУС""",3 млрд,7704701510
"ООО ""ФИРМА ""ПОЛИСЕРВИС""",3 млрд,7804054030
"ООО ""РЕГСТАЭР - М""",3 млрд,7709565395
"АО ""ГЕОТЕХ""",3 млрд,1649005194
"АО ""УНС""",3 млрд,5940208487
"ООО ""СХП ""ПОБЕДА""",3 млрд,2611008590
"ООО ""БЕЛЯНКА""",3 млрд,3120099413
"ООО ""ПРОММАШ""",3 млрд,9718025424
"АО ""АБИ ПРОДАКТ""",3 млрд,3328458132
"ООО ""ТОРЭКС""",3 млрд,6453013457
"ООО ""БИ.СИ.СИ.""",3 млрд,7802876910
"ООО ""ОРФЕЙ""",3 млрд,2636031417
"АО ""СТРЕЛЕЦ""",3 млрд,5191407604
"ООО ""БЕГЕМОТ""",3 млрд,6828006179
"ООО ""ЛАДОГА""",3 млрд,7802544311
"ООО ""АКСЕЛЬ-НОРД""",3 млрд,2901172633
"ООО ""АЛАРМ-КОМТРАНС""",3 млрд,7841380152
"ООО ""СМАРТ""",3 млрд,6230070652
"ООО ""ЗАВОД НГО ""ТЕХНОВЕК""",3 млрд,1828009678
"ООО ""ДВ-ФРУТ""",3 млрд,2525003566
"ООО ""ВОЛГАБАС ВОЛЖСКИЙ""",3 млрд,3435315114
"ООО ""КОРУМ РУС""",3 млрд,7714847733
"АО ""ЯРДОРМОСТ""",3 млрд,7627051656
"ООО ""ОРМЕТ""",3 млрд,5754200219
"ООО ""МЯСОКОМБИНАТ ЭКО""",3 млрд,5007079665
"ООО ""СТАЛЬГРАД""",3 млрд,2536240456
"ООО ""ТРЕСТ МАГНИТОСТРОЙ""",3 млрд,7444043471
"ООО ""ГРАНД-СЕРВИС""",3 млрд,1657105900
"ООО ""СОГРАНДИС""",3 млрд,5256120070
"ООО ""ВТОРЧЕРМЕТ НЛМК ПЕРМЬ""",3 млрд,5907043911
"ООО ""ТК ""АГРОС""",3 млрд,4705044903
"ООО ""ЛИНЗМАСТЕР""",3 млрд,7707245632
"ПАО ""БИОСИНТЕЗ""",3 млрд,5834001025
"ООО ""МЕТИНВЕСТ""",3 млрд,7703536479
"ООО ""МЕРИДИАН""",3 млрд,7733531069
"АО ""БАРС ГРУП""",3 млрд,1655251590
"ООО ""ПЛАСТИКА ОКОН""",3 млрд,5050068726
"ПАО ""КОЛЫМАЭНЕРГО""",3 млрд,4908000718
"АО ""СК АЛТАЙКРАЙЭНЕРГО""",3 млрд,2224143922
"ООО ""ЗЕРНО-ТОРГ""",3 млрд,6165177089
"ООО ""НПО САУТ""",3 млрд,6659017039
"АО ""СПГ""",3 млрд,2466283559
"ООО ""МЯСОКОМБИНАТ БОГДАНОВСКИЙ""",3 млрд,3625012887
"ООО ""ВИНТОРГ""",3 млрд,5027076599
"ООО ""ПТМ""",3 млрд,6950020912
"ЗАО ""КОНФЛЕКС СПБ""",3 млрд,7806109091
"ООО ""ЗТКТ"", ООО ""ЗЕРНОВОЙ ТЕРМИНАЛЬНЫЙ КОМПЛЕКС ТАМАНЬ""",3 млрд,2352044733
"ООО ""ЗСК ГЛАССПРОМ""",3 млрд,5042093207
"ООО ""СКР""",3 млрд,7723423723
"ООО ""ХОЛДИНГ ЭР-БИ-АЙ""",3 млрд,7801293231
"ООО ""ЭНЕРГОСФЕРА""",3 млрд,2536139985
"ООО ""КОРФ""",3 млрд,7728668928
"ООО ""ТИКТОК РУС""",3 млрд,9706005663
"ООО ""САРМАТ""",3 млрд,5410002040
"ООО ""МИСТЕРИЯ""",3 млрд,7707133576
"ЗАО ""ЮЖТЕХМОНТАЖ""",3 млрд,6164100492
"ООО ""АКРИЛАН""",3 млрд,3327306761
"ООО ""АРТЕЛЬ СТАРАТЕЛЕЙ ХАКАСИЯ""",3 млрд,1911007860
"ООО ""МАКСИМУМ СЕВЕР""",3 млрд,7804581911
АО «ЯРОСЛАВСКИЙ ЗАВОД ПВП»,3 млрд,7604192481
"ООО ""МЕРКУРИЙ""",3 млрд,6501292475
"ООО ""ЦУБИХ""",3 млрд,9728032759
"ООО ""РИКО РУС""",3 млрд,7703177188
"ООО ""ХОЛДИНГ МСС""",3 млрд,7841086979
"ООО ""СОЯ АНК""",3 млрд,2801163890
"АО ""ЕРМОЛИНО МОЛОКО""",3 млрд,4025446845
"ООО ""ЭС БИ СИ МЕДИА""",3 млрд,7704643321
"ООО ""КОНТИНИУМ""",3 млрд,9729139127
"АО ""ЭЛЕКОНД""",3 млрд,1827003592
"ООО ""ИНТЕГРА - БУРЕНИЕ""",3 млрд,1834039053
"ООО ""УРАЛЬСКАЯ ТРАНСПОРТНАЯ КОМПАНИЯ""",3 млрд,7715744882
"ООО ""ЛАНИТ-ТЕХНОЛОГИИ""",3 млрд,7717152779
"АО ""ЭЛЕКТРОНМАШ""",3 млрд,7814104690
"ООО ""ГАЗПРОМ ЛАХТА""",3 млрд,7838094137
"АО АК ""АВИАКОН ЦИТОТРАНС""",3 млрд,6658039390
"ООО ""САТУРН""",3 млрд,6168093415
"ООО ""ХАВАС МЕДИА""",3 млрд,7704205737
"ООО ""ДСТ-УРАЛ""",3 млрд,7453251929
"ЗАО ""ХИТ Р""",3 млрд,1644027733
"ООО ""ЮНИВЕСТ""",3 млрд,4205387540
"ООО ""ФАРМКОМПЛЕКС""",3 млрд,7729717511
АО «НТЭСК»,3 млрд,5612164639
"ООО ""ФАВОРИТХОФ НА ВАРШАВКЕ""",3 млрд,7703764644
"ООО ""АРИС-КАРТ СПБ""",3 млрд,7816234398
"АО ""КОМПАНИЯ ""ЮНИЛЭНД-ЕКАТЕРИНБУРГ""",3 млрд,6661064100
"ООО ЗАВОД ""СТРОЙДЕТАЛЬ""",3 млрд,7455006584
"ООО ""АЛИТЕР-АКСИ""",3 млрд,7811079533
"ООО ""ВИП СТРОЙ""",3 млрд,5612088667
"ООО ""ДОЛИНА СЕМЯН""",3 млрд,2634100369
"ООО ""ПРОФИЛЬ ТРЕЙД""",3 млрд,7733340716
"ООО ""МВПС-СЕРВИС""",3 млрд,7703761918
"ООО ""РЕВАДА ПЛАСТИК""",3 млрд,7728806430
"ООО ""БИЛДЭКС""",3 млрд,3705061495
"ООО ""ИНТЕР-РУС""",3 млрд,7724423370
"АО ""ВО ""БЕЗОПАСНОСТЬ""",3 млрд,9709004234
"ООО ""СИЛЬВЕР-АВТО ГРУПП""",3 млрд,7456003755
"ЗАО ПЛЕМЗАВОД ""ИРМЕНЬ""",3 млрд,5434101191
"ООО ""Т8""",3 млрд,7718698930
"ООО ""КУБАНСКИЙ КОМБИНАТ ХЛЕБОПРОДУКТОВ""",3 млрд,2311223966
"ООО ""КИНСОФ""",3 млрд,5258061977
"ООО МПК ""РОМКОР""",3 млрд,7403004988
"ООО ""ПСК ""ОМСКДИЗЕЛЬ""",3 млрд,5501044093
"АО ""ОКБ ЗЕНИТ""",3 млрд,411117534
"ООО ""РЕСТОРАНСЕРВИС ПЛЮС""",3 млрд,7802210076
"ООО ""КУН ВОСТОК""",3 млрд,7705823768
"ООО ""МОНАРХ-ДЕВЕЛОПМЕНТ""",3 млрд,7714951244
"ООО ""АПК ""КАМСКИЙ""",3 млрд,1639041669
"ООО ""СОГАЗ"" ПРОФМЕДИЦИНА""",3 млрд,7816483740
"ООО ""УНК""",3 млрд,5018088608
"ООО ""ТРАНСПОРТНЫЕ ТЕХНОЛОГИИ""",3 млрд,6166098640
"ООО ""МЕГАПРОФСТИЛЬ""",3 млрд,7725336949
"ООО ""БЕРЕЗОВСКИЙ РУДНИК""",3 млрд,6604011599
"ООО ""ДИАЛЕКТ""",3 млрд,7707585100
"ООО ""АПК""",3 млрд,7327080600
"ОАО ""КАЗДОРСТРОЙ""",3 млрд,1657006770
"ООО ""БУКВОЕД""",3 млрд,7811552125
"ЗАО ""ГПП ""РЕТКОН""",3 млрд,3802008962
"ООО ""ТСК ""РУАЛ""",3 млрд,1660187741
"ООО ""СОЭНЕРГО+""",3 млрд,7734570092
"АО ""ИК ""ПРОФИТ""",3 млрд,7444055734
"АО ""ЭНПРОМКОНСТРАКШН""",3 млрд,9731049865
"ООО ""ДАНТОН-ПТИЦЕПРОМ""",3 млрд,5040056721
"АО ""СИБИТЕК""",3 млрд,8602071451
"ООО ""КУЗБАССДОРСТРОЙ""",3 млрд,4205028501
